,report_date,cookie_id,customer_id,ga_session_id,event_timestamp,search_term,search_result,after_search_click_timestamp,product_name,product_name,product_sku
28,2023-12-06,1221872465.1698997996,20841,1701845396,2023-12-06 00:55:12,Wuhan Xinru,exist search result,,,,
29,2023-12-06,1575559352.1701362194,(not set),1701852897,2023-12-06 00:55:52,Pumpkin Fruit,exist search result,,,,
30,2023-12-06,1575559352.1701362194,(not set),1701852897,2023-12-06 00:56:39,Calcium Orotate,exist search result,,,,
31,2023-12-06,952973685.1699212525,(not set),1701853069,2023-12-06 00:58:13,organic rise protein,exist search result,2023-12-06 00:58:31,Organic Brown Rice Protein 80% 600 Mesh by Panjin Hetian Food,Organic Brown Rice Protein 80% 600 Mesh by Panjin Hetian Food,83805-PJHETIAN-99999
32,2023-12-06,1527604128.1684221936,1523,1701852601,2023-12-06 01:05:21,magnesium lactate,exist search result,,,,
33,2023-12-06,1575559352.1701362194,(not set),1701852897,2023-12-06 01:06:32,D-Glucuronolactone,exist search result,,,,
34,2023-12-06,1575559352.1701362194,(not set),1701852897,2023-12-06 01:08:20,Vitamin D3,exist search result,2023-12-06 01:08:59,Vitamin D3 1000IU Softgel by MB Supplements,Vitamin D3 1000IU Softgel by MB Supplements,69151-MBS-99999
35,2023-12-06,2003998253.1670468441,2216,1701854061,2023-12-06 01:14:33,Bromelain,exist search result,,,,
36,2023-12-06,2003998253.1670468441,2216,1701854061,2023-12-06 01:14:40, Shilajit,exist search result,2023-12-06 01:14:54,Shilajit extract 20% Fulvic Acid,,
37,2023-12-06,2003998253.1670468441,2216,1701854061,2023-12-06 01:16:24,shilajit,exist search result,2023-12-06 01:16:32,Shilajit extract 20% Fulvic Acid,,
38,2023-12-06,952624240.1701854347,(not set),1701854347,2023-12-06 01:19:51,fermented wheatgrass powder,exist search result,,,,
39,2023-12-06,952624240.1701854347,(not set),1701854347,2023-12-06 01:24:32,fermented,exist search result,,,,
40,2023-12-06,1575559352.1701362194,(not set),1701852897,2023-12-06 01:27:14,DHH-B (DIHYDROHONOKIOL-B),no search result,,,,
41,2023-12-06,1575559352.1701362194,(not set),1701852897,2023-12-06 01:27:34,DIHYDROHONOKIOL-B,exist search result,,,,
42,2023-12-06,1527604128.1684221936,1523,1701856932,2023-12-06 02:02:18,12070,exist search result,2023-12-06 02:02:21,L-Tyrosine by Shine Star,L-Tyrosine by Shine Star,12070-SHINESTAR-99999
43,2023-12-06,2003998253.1670468441,2216,1701858692,2023-12-06 02:31:40,108450-111-10731-12306,exist search result,2023-12-06 02:31:59,Ceylon Cinnamon Powder Steam Treated by JK Botanicals,Ceylon Cinnamon Powder Steam Treated by JK Botanicals,108450-JKBP-12306
44,2023-12-06,1039450206.1681305393,3702,1701858707,2023-12-06 02:32:16,Ferrous Bisglycinate,exist search result,2023-12-06 02:32:39,Ferrous Bisglycinate 20% Iron II by Liwellso,Ferrous Bisglycinate 20% Iron II by Liwellso,88201-HBLIWELLSO-99999
45,2023-12-06,2003998253.1670468441,2216,1701858692,2023-12-06 02:39:36,venkatesh,exist search result,2023-12-06 02:39:50,Green Banana Powder by Venkatesh Naturals,Green Banana Powder by Venkatesh Naturals,108106-VENKATESH-11560
46,2023-12-06,850309768.1701793802,9616,1701857905,2023-12-06 02:44:26,L-Carnitine,exist search result,,,,
47,2023-12-06,850309768.1701793802,9616,1701857905,2023-12-06 02:47:59,L-Carnitine Base,exist search result,2023-12-06 02:48:08,L-Carnitine Base by Liaoning Koncepnutra Co. Ltd,L-Carnitine Base by Liaoning Koncepnutra Co. Ltd,11670-KONCEPNUTRA-99999
48,2023-12-06,850309768.1701793802,9616,1701857905,2023-12-06 02:47:59,L-Carnitine Base,exist search result,2023-12-06 02:48:07,L-Carnitine Base by Hengtai,,
49,2023-12-06,850309768.1701793802,9616,1701857905,2023-12-06 02:47:59,L-Carnitine Base,exist search result,2023-12-06 02:48:08,L-Carnitine Base by ChengDa Pharmaceuticals,,
50,2023-12-06,1959025388.1699948680,2094,1701859013,2023-12-06 02:52:30,109935,exist search result,2023-12-06 02:52:32,"White Pepper Double Washed 630 G/L, ETO Treated by Pearl Group","White Pepper Double Washed 630 G/L, ETO Treated by Pearl Group",109935-PEARLGC-66865
51,2023-12-06,1527604128.1684221936,1523,1701856932,2023-12-06 02:57:57,33410,exist search result,2023-12-06 02:57:58,Sodium Hyaluronate (0.80-1.50MDa) by FocusFreda,Sodium Hyaluronate (0.80-1.50MDa) by FocusFreda,33410-FOCUSCHEM-11018
52,2023-12-06,2103566611.1701792064,20538,1701863108,2023-12-06 03:51:40,guar gum,exist search result,2023-12-06 03:52:12,Guar Gum Powder 270F by Neelkanth Polymers,Guar Gum Powder 270F by Neelkanth Polymers,33763-NEEPO-11573
53,2023-12-06,2103566611.1701792064,20538,1701863108,2023-12-06 03:51:40,guar gum,exist search result,2023-12-06 03:52:45,Guar Gum Powder 235F by Neelkanth Polymers,Guar Gum Powder 235F by Neelkanth Polymers,33760-NEEPO-11573
54,2023-12-06,2103566611.1701792064,20538,1701863108,2023-12-06 03:51:40,guar gum,exist search result,2023-12-06 03:54:56,Guar Gum Powder 250F by Neelkanth Polymers,Guar Gum Powder 250F by Neelkanth Polymers,33761-NEEPO-11573
55,2023-12-06,2103566611.1701792064,20538,1701863108,2023-12-06 03:51:40,guar gum,exist search result,2023-12-06 03:57:29,Guar Gum Powder 270F by Neelkanth Polymers,Guar Gum Powder 270F by Neelkanth Polymers,33763-NEEPO-11573
56,2023-12-06,2103566611.1701792064,20538,1701863108,2023-12-06 03:51:40,guar gum,exist search result,2023-12-06 03:57:27,Guar Gum Powder 235F by Neelkanth Polymers,Guar Gum Powder 235F by Neelkanth Polymers,33760-NEEPO-11573
57,2023-12-06,2103566611.1701792064,20538,1701863108,2023-12-06 03:51:40,guar gum,exist search result,2023-12-06 03:57:24,Guar Gum Powder 235F by Neelkanth Polymers,Guar Gum Powder 235F by Neelkanth Polymers,33760-NEEPO-11573
58,2023-12-06,2103566611.1701792064,20538,1701863108,2023-12-06 03:51:40,guar gum,exist search result,2023-12-06 03:56:11,Guar Gum Powder 270F by Neelkanth Polymers,Guar Gum Powder 270F by Neelkanth Polymers,33763-NEEPO-11573
59,2023-12-06,2103566611.1701792064,20538,1701863108,2023-12-06 03:51:40,guar gum,exist search result,2023-12-06 03:55:24,Guar Gum Powder 260F by Neelkanth Polymers,Guar Gum Powder 260F by Neelkanth Polymers,33762-NEEPO-11573
60,2023-12-06,2103566611.1701792064,20538,1701863108,2023-12-06 03:51:40,guar gum,exist search result,2023-12-06 03:53:22,Guar Gum Powder 270F by Neelkanth Polymers,Guar Gum Powder 270F by Neelkanth Polymers,33763-NEEPO-11573
61,2023-12-06,2103566611.1701792064,20538,1701863108,2023-12-06 03:51:40,guar gum,exist search result,2023-12-06 03:54:42,Super Low Viscosity Guar Gum Powder by Neelkanth Polymers,Super Low Viscosity Guar Gum Powder by Neelkanth Polymers,108549-NEEPO-11573
62,2023-12-06,2103566611.1701792064,20538,1701863108,2023-12-06 03:51:40,guar gum,exist search result,2023-12-06 03:57:30,Guar Gum Powder 270F by Neelkanth Polymers,Guar Gum Powder 270F by Neelkanth Polymers,33763-NEEPO-11573
63,2023-12-06,2103566611.1701792064,20538,1701863108,2023-12-06 03:51:40,guar gum,exist search result,2023-12-06 03:52:59,Guar Gum Powder 260F by Neelkanth Polymers,Guar Gum Powder 260F by Neelkanth Polymers,33762-NEEPO-11573
64,2023-12-06,2103566611.1701792064,20538,1701863108,2023-12-06 03:51:40,guar gum,exist search result,2023-12-06 03:55:29,Guar Gum Powder 235F by Neelkanth Polymers,Guar Gum Powder 235F by Neelkanth Polymers,33760-NEEPO-11573
65,2023-12-06,1275745599.1701864976,13176,1701864976,2023-12-06 04:17:15,niacinamide,exist search result,,,,
66,2023-12-06,581025477.1701865364,(not set),1701865364,2023-12-06 04:22:46,guar gum,exist search result,,,,
67,2023-12-06,581025477.1701865364,20538,1701865364,2023-12-06 04:23:07,guar gum,exist search result,2023-12-06 04:23:35,Guar Gum Powder 260F by Neelkanth Polymers,Guar Gum Powder 260F by Neelkanth Polymers,33762-NEEPO-11573
68,2023-12-06,380252387.1686884932,12218,1701865405,2023-12-06 04:23:46,tmg,exist search result,2023-12-06 04:23:51,Betaine Anhydrous by Aocter ,,
69,2023-12-06,341647158.1694017460,8092,1701866208,2023-12-06 04:37:03,N-Acetyl-D-Glucosamine,exist search result,,,,
70,2023-12-06,341647158.1694017460,8092,1701866208,2023-12-06 04:37:20,N-Acetyl-D-Glucosamine,exist search result,,,,
71,2023-12-06,341647158.1694017460,8092,1701866208,2023-12-06 04:37:34,13640,exist search result,2023-12-06 04:37:37,N-Acetyl D-Glucosamine by Rixing Bio-tech,N-Acetyl D-Glucosamine by Rixing Bio-tech,13640-RIXING-99999
72,2023-12-06,1616399620.1684441882,2713,1701866582,2023-12-06 04:43:06,microcrystalline,exist search result,,,,
73,2023-12-06,1616399620.1684441882,2713,1701866582,2023-12-06 04:44:40,microcrystalline,exist search result,,,,
74,2023-12-06,1765049563.1677159432,1526,1701866586,2023-12-06 04:44:56,mannitol,exist search result,2023-12-06 04:47:49,Mannitol by Tianli,Mannitol by Tianli,109764-TIANLI-99999
75,2023-12-06,1765049563.1677159432,1526,1701866586,2023-12-06 04:44:56,mannitol,exist search result,2023-12-06 04:46:32,Mannitol by BMSG,Mannitol by BMSG,22310-BRIGHTMOON-11327
76,2023-12-06,1706436463.1698852793,16390,1701867176,2023-12-06 04:53:50,biotin,exist search result,,,,
77,2023-12-06,2030169939.1688066958,15527,1701868208,2023-12-06 05:10:31,white wiiow,exist search result,,,,
78,2023-12-06,2030169939.1688066958,15527,1701868208,2023-12-06 05:10:47,white willow,exist search result,,,,
79,2023-12-06,633144952.1701868246,(not set),1701868246,2023-12-06 05:15:49,MSM,exist search result,,,,
80,2023-12-06,1385346112.1685531218,14065,1701868871,2023-12-06 05:21:38,magnesium as,exist search result,,,,
81,2023-12-06,771667175.1692638846,20747,1701869247,2023-12-06 05:27:50,acesulfame potassium,exist search result,2023-12-06 05:28:05,Acesulfame Potassium (Ace-K)  by Nantong Hongxin Chemical,Acesulfame Potassium (Ace-K)  by Nantong Hongxin Chemical,30900-NTHONGXIN-99999
82,2023-12-06,563195298.1666525780,1278,1701869342,2023-12-06 05:29:21,probiotic blend,exist search result,,,,
83,2023-12-06,552256578.1693926263,18124,1701869374,2023-12-06 05:29:35,amla extract 40,exist search result,,,,
84,2023-12-06,1049616918.1692369456,274,1701869347,2023-12-06 05:29:40,sunflower lecithin,exist search result,2023-12-06 05:29:59,Organic Nu-SORP™ Oil (Fiber Blend) by RIBUS,Organic Nu-SORP™ Oil (Fiber Blend) by RIBUS,106521-000-10694-12259
85,2023-12-06,10765162.1696260657,15292,1701869365,2023-12-06 05:29:43,lutein,exist search result,2023-12-06 05:30:18,Lutein 10% Powder by KS Nutripharma,Lutein 10% Powder by KS Nutripharma,23952-KINGSCI-10738
86,2023-12-06,552256578.1693926263,18124,1701869374,2023-12-06 05:29:43,shilajit 50%,exist search result,,,,
87,2023-12-06,552256578.1693926263,18124,1701869374,2023-12-06 05:29:56,shilajit 50%,exist search result,2023-12-06 05:29:59,Shilajit Extract 50% Fulvic Acid by Novel Nutrientss,Shilajit Extract 50% Fulvic Acid by Novel Nutrientss,109236-NOVEL-12874
88,2023-12-06,1871148384.1698322211,19940,1701869423,2023-12-06 05:30:24,DMAE DL- Bitartrate by Jinan Asia Pharmaceutical,exist search result,,,,
89,2023-12-06,1871148384.1698322211,19940,1701869423,2023-12-06 05:30:46,DMAE DL- Bitartrate by Jinan Asia Pharmaceutical,exist search result,,,,
90,2023-12-06,1871148384.1698322211,19940,1701869423,2023-12-06 05:31:02,Corydalis,no search result,,,,
91,2023-12-06,10765162.1696260657,15292,1701869365,2023-12-06 05:31:15,lycopene 20%,exist search result,,,,
92,2023-12-06,771667175.1692638846,20747,1701869247,2023-12-06 05:31:20,GABA,exist search result,2023-12-06 05:31:29,GABA by Freda,GABA by Freda,107265-SDFREDA-10501
93,2023-12-06,1871148384.1698322211,19940,1701869423,2023-12-06 05:32:32,Corydialis,no search result,,,,
94,2023-12-06,1871148384.1698322211,19940,1701869423,2023-12-06 05:32:48,Cordyalis,no search result,2023-12-06 05:37:06,California Poppy Extract 0.2%,,
95,2023-12-06,10765162.1696260657,15292,1701869365,2023-12-06 05:33:12,zeaxanthin 5%,exist search result,2023-12-06 05:33:17,Zeaxanthin 5% HPLC by KS Nutripharma,Zeaxanthin 5% HPLC by KS Nutripharma,33210-KINGSCI-10738
96,2023-12-06,771667175.1692638846,20747,1701869247,2023-12-06 05:33:44,beta-alanine,exist search result,2023-12-06 05:34:02,Beta Alanine by JingJing Pharmaceutical,Beta Alanine by JingJing Pharmaceutical,29330-JINGJING-99999
97,2023-12-06,771667175.1692638846,20747,1701869247,2023-12-06 05:33:44,beta-alanine,exist search result,2023-12-06 05:34:02,Beta Alanine by JingJing Pharmaceutical,Beta Alanine by JingJing Pharmaceutical,107591-JINGJING-10062
98,2023-12-06,771667175.1692638846,20747,1701869247,2023-12-06 05:34:44,l-citruline aspartate,exist search result,,,,
99,2023-12-06,10765162.1696260657,15292,1701869365,2023-12-06 05:35:00,lycopene,exist search result,2023-12-06 05:35:15,Lycopene 10% Powder (Fermentation) by Hebei Granray,Lycopene 10% Powder (Fermentation) by Hebei Granray,108917-HBGRANRAY-12812
100,2023-12-06,771667175.1692638846,20747,1701869247,2023-12-06 05:35:07,choline bitartrate,exist search result,,,,
101,2023-12-06,771667175.1692638846,20747,1701869247,2023-12-06 05:35:51,di-caffeine malate,exist search result,,,,
102,2023-12-06,935014156.1698147117,(not set),1701869741,2023-12-06 05:35:53,coated thiamine,exist search result,,,,
103,2023-12-06,1500753058.1697031778,15935,1701869747,2023-12-06 05:35:55,hops,exist search result,,,,
104,2023-12-06,771667175.1692638846,20747,1701869247,2023-12-06 05:36:07,l-theanine,exist search result,,,,
105,2023-12-06,1871148384.1698322211,19940,1701869423,2023-12-06 05:36:28,California Poppy Seed,exist search result,,,,
106,2023-12-06,771667175.1692638846,20747,1701869247,2023-12-06 05:36:30,n-acetyl l-tyrosine,exist search result,,,,
107,2023-12-06,380252387.1686884932,12218,1701869828,2023-12-06 05:37:23,keratin,exist search result,2023-12-06 05:37:25,Hydrolyzed Keratin Peptide by Nutratide,Hydrolyzed Keratin Peptide by Nutratide,106018-HBNUTRATIDE-10241
108,2023-12-06,563195298.1666525780,1278,1701869342,2023-12-06 05:37:41,bromelain,exist search result,,,,
109,2023-12-06,563195298.1666525780,1278,1701869342,2023-12-06 05:39:14,magnesium citrate,exist search result,,,,
110,2023-12-06,1404670538.1701870399,3137,1701870399,2023-12-06 05:47:10,lipoic,exist search result,,,,
111,2023-12-06,771667175.1692638846,20747,1701869247,2023-12-06 05:47:17,niacin,exist search result,2023-12-06 05:47:26,Niacin by Brother,Niacin by Brother,14030-JXBROTHER-10322
112,2023-12-06,1404670538.1701870399,3137,1701870399,2023-12-06 05:47:36,lipoic,exist search result,,,,
113,2023-12-06,1404670538.1701870399,3137,1701870399,2023-12-06 05:48:02,r-alpha,exist search result,,,,
114,2023-12-06,771667175.1692638846,20747,1701869247,2023-12-06 05:49:05,citric acid,exist search result,2023-12-06 05:49:40,Citric Acid USP 30-100 Mesh (From Cassava) by Sunshine,Citric Acid USP 30-100 Mesh (From Cassava) by Sunshine,63800-SUNSHINE-10062
115,2023-12-06,771667175.1692638846,20747,1701869247,2023-12-06 05:49:56,sucralose,exist search result,,,,
116,2023-12-06,10765162.1696260657,15292,1701869365,2023-12-06 05:50:12,lutein,exist search result,2023-12-06 05:50:16,Lutein 10% Powder by KS Nutripharma,Lutein 10% Powder by KS Nutripharma,23952-KINGSCI-10738
117,2023-12-06,771667175.1692638846,20747,1701869247,2023-12-06 05:50:18,calcium silicate,exist search result,,,,
118,2023-12-06,751747992.1699000024,3702,1701870868,2023-12-06 05:54:58,ferrous sulphate,exist search result,2023-12-06 05:55:07,Dried Ferrous Sulphate Powder by Euroasias Ingredients,Dried Ferrous Sulphate Powder by Euroasias Ingredients,109055-EUROING-12639
119,2023-12-06,1385346112.1685531218,14065,1701868871,2023-12-06 05:55:12,calcium as,exist search result,,,,
120,2023-12-06,1385346112.1685531218,14065,1701868871,2023-12-06 05:56:52,magnesium car,exist search result,,,,
121,2023-12-06,1058212511.1683747141,552,1701871083,2023-12-06 05:59:28,Acerola Powder,exist search result,,,,
122,2023-12-06,1058212511.1683747141,552,1701871083,2023-12-06 06:00:10,CAIF,no search result,,,,
123,2023-12-06,341647158.1694017460,8092,1701871216,2023-12-06 06:00:29,d-calcium pantothenate,exist search result,2023-12-06 06:00:34,D-Calcium Pantothenate by Xinfa Pharmaceutical,D-Calcium Pantothenate by Xinfa Pharmaceutical,69230-XINFA-99999
124,2023-12-06,1058212511.1683747141,552,1701871083,2023-12-06 06:00:37,MB Supplements,exist search result,2023-12-06 06:01:41,Vitamin E 50% SD CWS Powder by MB Supplements,Vitamin E 50% SD CWS Powder by MB Supplements,79500-MBS-99999
125,2023-12-06,1058212511.1683747141,552,1701871083,2023-12-06 06:00:37,MB Supplements,exist search result,2023-12-06 06:02:31,Bulk Cellulose by MB Supplements,Bulk Cellulose by MB Supplements,33808-MBS-99999
126,2023-12-06,2142333501.1701870988,(not set),1701870988,2023-12-06 06:01:33,cellulose,exist search result,,,,
127,2023-12-06,1058212511.1683747141,552,1701871083,2023-12-06 06:03:02,Concentrated Active Ingredients,exist search result,,,,
128,2023-12-06,2142333501.1701870988,(not set),1701870988,2023-12-06 06:03:10,fiber,exist search result,,,,
129,2023-12-06,1594471898.1696669891,19281,1701871422,2023-12-06 06:03:42,micronized PEA,exist search result,,,,
130,2023-12-06,1058212511.1683747141,552,1701871083,2023-12-06 06:03:48,Inositol,exist search result,,,,
131,2023-12-06,1385346112.1685531218,14065,1701868871,2023-12-06 06:04:22,magnesium car,exist search result,,,,
132,2023-12-06,1385346112.1685531218,14065,1701868871,2023-12-06 06:04:55,copper amin,exist search result,2023-12-06 06:05:08,Copper Amino Acid Complex (Cu 10%) by Innophos,Copper Amino Acid Complex (Cu 10%) by Innophos,66002-INNOPHOSLLC-99999
133,2023-12-06,594976180.1686587690,20058,1701871494,2023-12-06 06:05:07,fulvic,exist search result,,,,
134,2023-12-06,1616399620.1684441882,2713,1701871643,2023-12-06 06:07:23,microcrystalline,exist search result,,,,
135,2023-12-06,594976180.1686587690,20058,1701871494,2023-12-06 06:07:24,fulvic,exist search result,,,,
136,2023-12-06,203843128.1701871470,2720,1701871470,2023-12-06 06:07:30,Vitamina e,exist search result,2023-12-06 06:07:53,Vitamin E Acetate Oil (USP)by NHU,Vitamin E Acetate Oil (USP)by NHU,79600-XCNHU-99999
137,2023-12-06,203843128.1701871470,2720,1701871470,2023-12-06 06:07:30,Vitamina e,exist search result,2023-12-06 06:09:08,Vitamin E Acetate Oil (USP)by NHU,Vitamin E Acetate Oil (USP)by NHU,79600-XCNHU-99999
138,2023-12-06,1071751593.1694537755,17007,1701871718,2023-12-06 06:09:01,glyceryl monostearate,exist search result,,,,
139,2023-12-06,563195298.1666525780,1278,1701871817,2023-12-06 06:10:57,cinnamon water soluble,exist search result,,,,
140,2023-12-06,1013802722.1696536611,6773,1701871902,2023-12-06 06:11:42,bismuth citrate,exist search result,,,,
141,2023-12-06,563195298.1666525780,1278,1701871817,2023-12-06 06:12:03,chromium,exist search result,,,,
142,2023-12-06,1619168250.1701389357,12028,1701871927,2023-12-06 06:12:18,d-ribose,exist search result,,,,
143,2023-12-06,1385346112.1685531218,14065,1701868871,2023-12-06 06:16:20,betain an,exist search result,2023-12-06 06:16:32,Betaine Anhydrous by Aocter ,,
144,2023-12-06,1658760489.1701817083,370,1701872155,2023-12-06 06:16:22,melatonin,exist search result,2023-12-06 06:16:51,Melatonin by Techno Food Ingredients,Melatonin by Techno Food Ingredients,13020-FJTECHNO-99999
145,2023-12-06,1658760489.1701817083,370,1701872155,2023-12-06 06:17:25,potassium sorbate,exist search result,2023-12-06 06:17:40,Potassium Sorbate Granular by Wanglong,Potassium Sorbate Granular by Wanglong,15650-NBWANGLONG-10062
146,2023-12-06,1658760489.1701817083,370,1701872155,2023-12-06 06:17:25,potassium sorbate,exist search result,2023-12-06 06:17:40,Potassium Sorbate Granular by Wanglong,Potassium Sorbate Granular by Wanglong,15650-NBWANGLONG-99999
147,2023-12-06,1658760489.1701817083,370,1701872155,2023-12-06 06:18:09,sodium benzoate,exist search result,2023-12-06 06:19:32,Sodium Benzoate Powder by Wuhan Youji,Sodium Benzoate Powder by Wuhan Youji,17560-YOUJI-99999
148,2023-12-06,1658760489.1701817083,370,1701872155,2023-12-06 06:18:09,sodium benzoate,exist search result,2023-12-06 06:19:23,Sodium Benzoate Granular by Wuhan Youji,Sodium Benzoate Granular by Wuhan Youji,17570-YOUJI-99999
149,2023-12-06,1658760489.1701817083,370,1701872155,2023-12-06 06:18:09,sodium benzoate,exist search result,2023-12-06 06:18:36,Sodium Benzoate Powder by Wuhan Youji,Sodium Benzoate Powder by Wuhan Youji,17560-YOUJI-99999
150,2023-12-06,1619168250.1701389357,12028,1701871927,2023-12-06 06:27:03,d-ribose,exist search result,,,,
151,2023-12-06,1105639535.1666019035,12028,1701872824,2023-12-06 06:27:36,pectin,exist search result,,,,
152,2023-12-06,1400087232.1591034299,2562,1701872846,2023-12-06 06:27:43,l-carnitine-l-tartrate,no search result,,,,
153,2023-12-06,1400087232.1591034299,2562,1701872846,2023-12-06 06:28:02,tartrate,exist search result,2023-12-06 06:28:11,L-Carnitine Tartrate by Northeast Pharmaceutical,L-Carnitine Tartrate by Northeast Pharmaceutical,11700-NORTHEAST-99999
154,2023-12-06,1459177344.1690831254,20618,1701872927,2023-12-06 06:28:55,ethyl maltol,exist search result,,,,
155,2023-12-06,1459177344.1690831254,20618,1701872927,2023-12-06 06:29:04,ethyl maltol,exist search result,2023-12-06 06:29:06,Ethyl Maltol by Jinhe,Ethyl Maltol by Jinhe,12861-JINHE-99999
156,2023-12-06,1506848561.1677272530,18070,1701872940,2023-12-06 06:29:32,broccoli sprout,exist search result,,,,
157,2023-12-06,1385346112.1685531218,14065,1701868871,2023-12-06 06:30:03,wild berry,exist search result,,,,
